region_id,name,level,parent
13076159,"Zarrentin am Schaalsee, Stadt",lau,13076
13076160,Ziegendorf,lau,13076
13076161,Zierzow,lau,13076
13076162,Zölkow,lau,13076
13076163,Zülow,lau,13076
13076164,Obere Warnow,lau,13076
13076165,Gehlsbach,lau,13076
13076166,Ganzlin,lau,13076
13076167,Kloster Tempzin,lau,13076
13076168,Ruhner Berge,lau,13076
13076169,Toddin,lau,13076
14161000,"Chemnitz, Kreisfreie Stadt",lau,14161
14166000,"Plauen, Kreisfreie Stadt",lau,14166
14167000,"Zwickau, Kreisfreie Stadt",lau,14167
14171000,"Annaberg, Landkreis",lau,14171
14173000,"Chemnitzer Land, Landkreis",lau,14173
14177000,"Freiberg, Landkreis",lau,14177
14178000,Vogtlandkreis,lau,14178
14181000,Mittlerer Erzgebirgskreis,lau,14181
14182000,"Mittweida, Landkreis",lau,14182
14188000,"Stollberg, Landkreis",lau,14188
14191000,"Aue-Schwarzenberg, Landkreis",lau,14191
14193000,"Zwickauer Land, Landkreis",lau,14193
14262000,"Dresden, Kreisfreie Stadt",lau,14262
14263000,"Görlitz, Kreisfreie Stadt",lau,14263
14264000,"Hoyerswerda, Kreisfreie Stadt",lau,14264
14272000,"Bautzen, Landkreis",lau,14272
14280000,"Meißen, Landkreis",lau,14280
14284000,Niederschlesischer Oberlausitzkreis,lau,14284
14285000,"Riesa-Großenhain, Landkreis",lau,14285
14286000,"Löbau-Zittau, Landkreis",lau,14286
14287000,"Sächsische Schweiz, Landkreis",lau,14287
14290000,Weißeritzkreis,lau,14290
14292000,"Kamenz, Landkreis",lau,14292
14365000,"Leipzig, Kreisfreie Stadt",lau,14365
14374000,"Delitzsch, Landkreis",lau,14374
14375000,"Döbeln, Landkreis",lau,14375
14379000,"Leipziger Land, Landkreis",lau,14379
14383000,Muldentalkreis,lau,14383
14389000,"Torgau-Oschatz, Landkreis",lau,14389
14511000,"Chemnitz, Stadt",lau,14511
14521010,Amtsberg,lau,14521
14521020,"Annaberg-Buchholz, Stadt",lau,14521
14521030,"Aue, Stadt",lau,14521
14521035,"Aue-Bad Schlema, Stadt",lau,14521
14521040,Auerbach,lau,14521
14521050,Bad Schlema,lau,14521
14521060,Bärenstein,lau,14521
14521070,Bernsbach,lau,14521
14521080,Bockau,lau,14521
14521090,Börnichen/Erzgeb.,lau,14521
14521100,Borstendorf,lau,14521
14521110,Breitenbrunn/Erzgeb.,lau,14521
14521120,Burkhardtsdorf,lau,14521
14521130,Crottendorf,lau,14521
14521140,Deutschneudorf,lau,14521
14521150,Drebach,lau,14521
14521160,"Ehrenfriedersdorf, Stadt",lau,14521
14521170,"Eibenstock, Stadt",lau,14521
14521180,"Elterlein, Stadt",lau,14521
14521190,Erlbach-Kirchberg,lau,14521
14521200,Gelenau/Erzgeb.,lau,14521
14521210,"Geyer, Stadt",lau,14521
14521220,Gornau/Erzgeb.,lau,14521
14521230,Gornsdorf,lau,14521
14521240,Großolbersdorf,lau,14521
14521250,Großrückerswalde,lau,14521
14521260,"Grünhain-Beierfeld, Stadt",lau,14521
14521270,Grünhainichen,lau,14521
14521280,Heidersdorf,lau,14521
14521290,Hohndorf,lau,14521
14521300,Hormersdorf,lau,14521
14521310,Jahnsdorf/Erzgeb.,lau,14521
14521320,"Johanngeorgenstadt, Stadt",lau,14521
14521330,"Jöhstadt, Stadt",lau,14521
14521340,Königswalde,lau,14521
14521350,"Lauter/Sa., Stadt",lau,14521
14521355,"Lauter-Bernsbach, Stadt",lau,14521
14521360,"Lengefeld, Stadt",lau,14521
14521370,"Lößnitz, Stadt",lau,14521
14521380,"Lugau/Erzgeb., Stadt",lau,14521
14521390,"Marienberg, Stadt",lau,14521
14521400,Mildenau,lau,14521
14521410,Neukirchen/Erzgeb.,lau,14521
14521420,Niederdorf,lau,14521
14521430,Niederwürschnitz,lau,14521
14521440,"Oberwiesenthal, Kurort, Stadt",lau,14521
14521450,"Oelsnitz/Erzgeb., Stadt",lau,14521
14521460,"Olbernhau, Stadt",lau,14521
14521470,Pfaffroda,lau,14521
14521480,Pobershau,lau,14521
14521490,Pockau,lau,14521
14521495,"Pockau-Lengefeld, Stadt",lau,14521
14521500,Raschau-Markersbach,lau,14521
14521510,"Scheibenberg, Stadt",lau,14521
14521520,"Schlettau, Stadt",lau,14521
14521530,"Schneeberg, Stadt",lau,14521
14521540,Schönheide,lau,14521
14521550,"Schwarzenberg/Erzgeb., Stadt",lau,14521
14521560,Sehmatal,lau,14521
14521570,"Seiffen/Erzgeb., Kurort",lau,14521
14521580,Sosa,lau,14521
14521590,"Stollberg/Erzgeb., Stadt",lau,14521
14521600,Stützengrün,lau,14521
14521610,Tannenberg,lau,14521
14521620,"Thalheim/Erzgeb., Stadt",lau,14521
14521630,Thermalbad Wiesenbad,lau,14521
14521640,"Thum, Stadt",lau,14521
14521650,Venusberg,lau,14521
14521660,Waldkirchen/Erzgeb.,lau,14521
14521670,"Wolkenstein, Stadt",lau,14521
14521680,"Zöblitz, Stadt",lau,14521
14521690,"Zschopau, Stadt",lau,14521
14521700,Zschorlau,lau,14521
14521710,"Zwönitz, Stadt",lau,14521
14522010,Altmittweida,lau,14522
14522020,"Augustusburg, Stadt",lau,14522
14522030,Bobritzsch,lau,14522
14522035,Bobritzsch-Hilbersdorf,lau,14522
14522040,Bockelwitz,lau,14522
14522050,"Brand-Erbisdorf, Stadt",lau,14522
14522060,"Burgstädt, Stadt",lau,14522
14522070,Claußnitz,lau,14522
14522080,"Döbeln, Stadt",lau,14522
14522090,Dorfchemnitz,lau,14522
14522100,Ebersbach,lau,14522
14522110,Eppendorf,lau,14522
14522120,Erlau,lau,14522
14522130,Falkenau,lau,14522
14522140,"Flöha, Stadt",lau,14522
14522150,"Frankenberg/Sa., Stadt",lau,14522
14522160,Frankenstein,lau,14522
14522170,"Frauenstein, Stadt",lau,14522
14522180,"Freiberg, Stadt, Universitätsstadt",lau,14522
14522190,"Geringswalde, Stadt",lau,14522
14522200,Großhartmannsdorf,lau,14522
14522210,"Großschirma, Stadt",lau,14522
14522220,Großweitzschen,lau,14522
14522230,"Hainichen, Stadt",lau,14522
14522240,Halsbrücke,lau,14522
14522250,"Hartha, Stadt",lau,14522
14522260,Hartmannsdorf,lau,14522
14522270,Hilbersdorf,lau,14522
14522280,Königsfeld,lau,14522
14522290,Königshain-Wiederau,lau,14522
14522300,Kriebstein,lau,14522
14522310,"Leisnig, Stadt",lau,14522
14522320,Leubsdorf,lau,14522
14522330,Lichtenau,lau,14522
14522340,Lichtenberg/Erzgeb.,lau,14522
14522350,"Lunzenau, Stadt",lau,14522
14522360,"Mittweida, Stadt, Hochschulstadt",lau,14522
14522370,Mochau,lau,14522
14522380,Mühlau,lau,14522
14522390,Mulda/Sa.,lau,14522
14522400,Neuhausen/Erzgeb.,lau,14522
14522410,Niederstriegis,lau,14522
14522420,Niederwiesa,lau,14522
14522430,Oberschöna,lau,14522
14522440,"Oederan, Stadt",lau,14522
14522450,Ostrau,lau,14522
14522460,"Penig, Stadt",lau,14522
14522470,Rechenberg-Bienenmühle,lau,14522
14522480,Reinsberg,lau,14522
14522490,"Rochlitz, Stadt",lau,14522
14522500,Rossau,lau,14522
14522510,"Roßwein, Stadt",lau,14522
14522520,"Sayda, Stadt",lau,14522
14522530,Seelitz,lau,14522
14522540,Striegistal,lau,14522
14522550,Taura,lau,14522
14522570,"Waldheim, Stadt",lau,14522
14522580,Wechselburg,lau,14522
14522590,Weißenborn/Erzgeb.,lau,14522
14522600,Zettlitz,lau,14522
14522610,Ziegra-Knobelsdorf,lau,14522
14522620,Zschaitz-Ottewig,lau,14522
14523010,"Adorf/Vogtl., Stadt",lau,14523
14523020,"Auerbach/Vogtl., Stadt",lau,14523
14523030,Bad Brambach,lau,14523
14523040,"Bad Elster, Stadt",lau,14523
14523050,Bergen,lau,14523
14523060,Bösenbrunn,lau,14523
14523070,Burgstein,lau,14523
14523080,Eichigt,lau,14523
14523090,Ellefeld,lau,14523
14523100,"Elsterberg, Stadt",lau,14523
14523110,Erlbach,lau,14523
14523120,"Falkenstein/Vogtl., Stadt",lau,14523
14523130,Grünbach,lau,14523
14523140,Hammerbrücke,lau,14523
14523150,Heinsdorfergrund,lau,14523
14523160,"Klingenthal, Stadt",lau,14523
14523170,"Lengenfeld, Stadt",lau,14523
14523180,Leubnitz,lau,14523
14523190,Limbach,lau,14523
14523200,"Markneukirchen, Stadt",lau,14523
14523210,Mehltheuer,lau,14523
14523220,Morgenröthe-Rautenkranz,lau,14523
14523230,Mühlental,lau,14523
14523240,"Mühltroff, Stadt",lau,14523
14523245,Muldenhammer,lau,14523
14523250,"Mylau, Stadt",lau,14523
14523260,"Netzschkau, Stadt",lau,14523
14523270,Neuensalz,lau,14523
14523280,Neumark,lau,14523
14523290,Neustadt/Vogtl.,lau,14523
14523300,"Oelsnitz/Vogtl., Stadt",lau,14523
14523310,"Pausa-Mühltroff, Stadt",lau,14523
14523320,"Plauen, Stadt",lau,14523
14523330,Pöhl,lau,14523
14523340,"Reichenbach im Vogtland, Stadt",lau,14523
14523350,Reuth,lau,14523
14523360,"Rodewisch, Stadt",lau,14523
14523365,Rosenbach/Vogtl.,lau,14523
14523370,"Schöneck/Vogtl., Stadt",lau,14523
14523380,Steinberg,lau,14523
14523390,Syrau,lau,14523
14523400,Tannenbergsthal,lau,14523
14523410,Theuma,lau,14523
14523420,Tirpersdorf,lau,14523
14523430,"Treuen, Stadt",lau,14523
14523440,Triebel/Vogtl.,lau,14523
14523450,Weischlitz,lau,14523
14523460,Werda,lau,14523
14523470,Zwota,lau,14523
14524010,Bernsdorf,lau,14524
14524020,Callenberg,lau,14524
14524030,"Crimmitschau, Stadt",lau,14524
14524040,Crinitzberg,lau,14524
14524050,Dennheritz,lau,14524
14524060,Fraureuth,lau,14524
14524070,Gersdorf,lau,14524
14524080,"Glauchau, Stadt",lau,14524
14524090,"Hartenstein, Stadt",lau,14524
14524100,Hartmannsdorf b. Kirchberg,lau,14524
14524110,Hirschfeld,lau,14524
14524120,"Hohenstein-Ernstthal, Stadt",lau,14524
14524130,"Kirchberg, Stadt",lau,14524
14524140,Langenbernsdorf,lau,14524
14524150,Langenweißbach,lau,14524
14524160,"Lichtenstein/Sa., Stadt",lau,14524
14524170,Lichtentanne,lau,14524
14524180,"Limbach-Oberfrohna, Stadt",lau,14524
14524190,"Meerane, Stadt",lau,14524
14524200,Mülsen,lau,14524
14524210,Neukirchen/Pleiße,lau,14524
14524220,Niederfrohna,lau,14524
14524230,"Oberlungwitz, Stadt",lau,14524
14524240,Oberwiera,lau,14524
14524250,Reinsdorf,lau,14524
14524260,Remse,lau,14524
14524270,Schönberg,lau,14524
14524280,St. Egidien,lau,14524
14524290,"Waldenburg, Stadt",lau,14524
14524300,"Werdau, Stadt",lau,14524
14524310,"Wildenfels, Stadt",lau,14524
14524320,"Wilkau-Haßlau, Stadt",lau,14524
14524330,"Zwickau, Stadt",lau,14524
14612000,"Dresden, Stadt",lau,14612
14625010,Arnsdorf,lau,14625
14625020,"Bautzen, Stadt",lau,14625
14625030,"Bernsdorf, Stadt",lau,14625
14625040,"Bischofswerda, Stadt",lau,14625
14625050,Bretnig-Hauswalde,lau,14625
14625060,Burkau,lau,14625
14625070,Crostau,lau,14625
14625080,Crostwitz,lau,14625
14625090,Cunewalde,lau,14625
14625100,Demitz-Thumitz,lau,14625
14625110,Doberschau-Gaußig,lau,14625
14625120,Elsterheide,lau,14625
14625130,"Elstra, Stadt",lau,14625
14625140,Frankenthal,lau,14625
14625150,Göda,lau,14625
14625160,Großdubrau,lau,14625
14625170,Großharthau,lau,14625
14625180,Großnaundorf,lau,14625
14625190,Großpostwitz/O.L.,lau,14625
14625200,"Großröhrsdorf, Stadt",lau,14625
14625210,Guttau,lau,14625
14625220,Haselbachtal,lau,14625
14625230,Hochkirch,lau,14625
14625240,"Hoyerswerda, Stadt",lau,14625
14625250,"Kamenz, Stadt",lau,14625
14625260,Kirschau,lau,14625
14625270,"Königsbrück, Stadt",lau,14625
14625280,Königswartha,lau,14625
14625290,Kubschütz,lau,14625
14625300,Laußnitz,lau,14625
14625310,"Lauta, Stadt",lau,14625
14625320,Lichtenberg,lau,14625
14625330,Lohsa,lau,14625
14625340,Malschwitz,lau,14625
14625350,Nebelschütz,lau,14625
14625360,Neschwitz,lau,14625
14625370,Neukirch,lau,14625
14625380,Neukirch/Lausitz,lau,14625
14625390,Obergurig,lau,14625
14625400,Oberlichtenau,lau,14625
14625410,Ohorn,lau,14625
14625420,Oßling,lau,14625
14625430,Ottendorf-Okrilla,lau,14625
14625440,Panschwitz-Kuckau,lau,14625
14625450,"Pulsnitz, Stadt",lau,14625
14625460,Puschwitz,lau,14625
14625470,Räckelwitz,lau,14625
14625480,"Radeberg, Stadt",lau,14625
14625490,Radibor,lau,14625
14625500,Ralbitz-Rosenthal,lau,14625
14625510,Rammenau,lau,14625
14625520,"Schirgiswalde, Stadt",lau,14625
14625525,"Schirgiswalde-Kirschau, Stadt",lau,14625
14625530,Schmölln-Putzkau,lau,14625
14625540,Schönteichen,lau,14625
14625550,Schwepnitz,lau,14625
14625560,Sohland a. d. Spree,lau,14625
14625570,Spreetal,lau,14625
14625580,Steina,lau,14625
14625590,Steinigtwolmsdorf,lau,14625
14625600,Wachau,lau,14625
14625610,"Weißenberg, Stadt",lau,14625
14625620,Wiednitz,lau,14625
14625630,"Wilthen, Stadt",lau,14625
14625640,"Wittichenau, Stadt",lau,14625
14626010,"Bad Muskau, Stadt",lau,14626
14626020,Beiersdorf,lau,14626
14626030,"Bernstadt a. d. Eigen, Stadt",lau,14626
14626040,Berthelsdorf,lau,14626
14626050,Bertsdorf-Hörnitz,lau,14626
14626060,Boxberg/O.L.,lau,14626
14626070,Dürrhennersdorf,lau,14626
14626080,"Ebersbach/Sa., Stadt",lau,14626
14626085,"Ebersbach-Neugersdorf, Stadt",lau,14626
14626090,Eibau,lau,14626
14626100,Gablenz,lau,14626
14626110,"Görlitz, Stadt",lau,14626
14626120,Groß Düben,lau,14626
14626130,Großhennersdorf,lau,14626
14626140,Großschönau,lau,14626
14626150,Großschweidnitz,lau,14626
14626160,Hähnichen,lau,14626
14626170,Hainewalde,lau,14626
14626180,"Herrnhut, Stadt",lau,14626
14626190,Hohendubrau,lau,14626
14626200,Horka,lau,14626
14626210,"Jonsdorf, Kurort",lau,14626
14626220,Klitten,lau,14626
14626230,Kodersdorf,lau,14626
14626240,Königshain,lau,14626
14626245,Kottmar,lau,14626
14626250,Krauschwitz i.d. O.L.,lau,14626
14626260,Kreba-Neudorf,lau,14626
14626270,Lawalde,lau,14626
14626280,Leutersdorf,lau,14626
14626290,"Löbau, Stadt",lau,14626
14626300,Markersdorf,lau,14626
14626310,Mittelherwigsdorf,lau,14626
14626320,Mücka,lau,14626
14626330,Neißeaue,lau,14626
14626340,"Neugersdorf, Stadt",lau,14626
14626350,"Neusalza-Spremberg, Stadt",lau,14626
14626360,Niedercunnersdorf,lau,14626
14626370,"Niesky, Stadt",lau,14626
14626380,Obercunnersdorf,lau,14626
14626390,Oderwitz,lau,14626
14626400,Olbersdorf,lau,14626
14626410,Oppach,lau,14626
14626420,"Ostritz, Stadt",lau,14626
14626430,Oybin,lau,14626
14626440,Quitzdorf am See,lau,14626
14626450,"Reichenbach/O.L., Stadt",lau,14626
14626460,Rietschen,lau,14626
14626470,Rosenbach,lau,14626
14626480,"Rothenburg/O.L., Stadt",lau,14626
14626490,Schleife,lau,14626
14626500,Schönau-Berzdorf a. d. Eigen,lau,14626
14626510,Schönbach,lau,14626
14626520,Schöpstal,lau,14626
14626530,"Seifhennersdorf, Stadt",lau,14626
14626540,Sohland a. Rotstein,lau,14626
14626550,Strahwalde,lau,14626
14626560,Trebendorf,lau,14626
14626570,Vierkirchen,lau,14626
14626580,Waldhufen,lau,14626
14626590,Weißkeißel,lau,14626
14626600,"Weißwasser/O.L., Stadt",lau,14626
14626610,"Zittau, Stadt",lau,14626
14627010,"Coswig, Stadt",lau,14627
14627020,Diera-Zehren,lau,14627
14627030,Ebersbach,lau,14627
14627040,Glaubitz,lau,14627
14627050,"Gröditz, Stadt",lau,14627
14627060,"Großenhain, Stadt",lau,14627
14627070,Hirschstein,lau,14627
14627080,Käbschütztal,lau,14627
14627090,Ketzerbachtal,lau,14627
14627100,Klipphausen,lau,14627
14627110,Lampertswalde,lau,14627
14627120,Leuben-Schleinitz,lau,14627
14627130,"Lommatzsch, Stadt",lau,14627
14627140,"Meißen, Stadt",lau,14627
14627150,Moritzburg,lau,14627
14627160,Nauwalde,lau,14627
14627170,Niederau,lau,14627
14627180,"Nossen, Stadt",lau,14627
14627190,Nünchritz,lau,14627
14627200,Priestewitz,lau,14627
14627210,"Radebeul, Stadt",lau,14627
14627220,"Radeburg, Stadt",lau,14627
14627230,"Riesa, Stadt",lau,14627
14627240,Röderaue,lau,14627
14627250,Schönfeld,lau,14627
14627260,Stauchitz,lau,14627
14627270,"Strehla, Stadt",lau,14627
14627280,Tauscha,lau,14627
14627290,Thiendorf,lau,14627
14627300,Triebischtal,lau,14627
14627310,Weinböhla,lau,14627
14627320,Weißig a. Raschütz,lau,14627
14627330,Wildenhain,lau,14627
14627340,Wülknitz,lau,14627
14627350,Zabeltitz,lau,14627
14627360,Zeithain,lau,14627
14628010,"Altenberg, Stadt",lau,14628
14628020,"Bad Gottleuba-Berggießhübel, Stadt",lau,14628
14628030,"Bad Schandau, Stadt",lau,14628
14628040,Bahretal,lau,14628
14628050,Bannewitz,lau,14628
14628060,"Dippoldiswalde, Stadt",lau,14628
14628070,Dohma,lau,14628
14628080,"Dohna, Stadt",lau,14628
14628090,Dorfhain,lau,14628
14628100,Dürrröhrsdorf-Dittersbach,lau,14628
14628110,"Freital, Stadt",lau,14628
14628120,"Geising, Stadt",lau,14628
14628130,"Glashütte, Stadt",lau,14628
14628140,Gohrisch,lau,14628
14628150,Hartmannsdorf-Reichenau,lau,14628
14628160,"Heidenau, Stadt",lau,14628
14628170,Hermsdorf/Erzgeb.,lau,14628
14628180,Höckendorf,lau,14628
14628190,"Hohnstein, Stadt",lau,14628
14628200,Kirnitzschtal,lau,14628
14628205,Klingenberg,lau,14628
14628210,"Königstein/Sächs. Schw., Stadt",lau,14628
14628220,Kreischa,lau,14628
14628230,"Liebstadt, Stadt",lau,14628
14628240,Lohmen,lau,14628
14628250,Müglitztal,lau,14628
14628260,"Neustadt in Sachsen, Stadt",lau,14628
14628270,"Pirna, Stadt",lau,14628
14628280,Porschdorf,lau,14628
14628290,Pretzschendorf,lau,14628
14628300,"Rabenau, Stadt",lau,14628
14628310,"Rathen, Kurort",lau,14628
14628320,Rathmannsdorf,lau,14628
14628330,Reinhardtsdorf-Schöna,lau,14628
14628340,Rosenthal-Bielatal,lau,14628
14628350,Schmiedeberg,lau,14628
14628360,"Sebnitz, Stadt",lau,14628
14628370,"Stadt Wehlen, Stadt",lau,14628
14628380,"Stolpen, Stadt",lau,14628
14628390,Struppen,lau,14628
14628400,"Tharandt, Stadt",lau,14628
14628410,"Wilsdruff, Stadt",lau,14628
14713000,"Leipzig, Stadt",lau,14713
14729010,"Bad Lausick, Stadt",lau,14729
14729020,Belgershain,lau,14729
14729030,Bennewitz,lau,14729
14729040,"Böhlen, Stadt",lau,14729
14729050,"Borna, Stadt",lau,14729
14729060,Borsdorf,lau,14729
14729070,"Brandis, Stadt",lau,14729
14729080,"Colditz, Stadt",lau,14729
14729090,Deutzen,lau,14729
14729100,Elstertrebnitz,lau,14729
14729110,Espenhain,lau,14729
14729120,Eulatal,lau,14729
14729130,Falkenhain,lau,14729
14729140,"Frohburg, Stadt",lau,14729
14729150,"Geithain, Stadt",lau,14729
14729160,"Grimma, Stadt",lau,14729
14729170,"Groitzsch, Stadt",lau,14729
14729180,Großbothen,lau,14729
14729190,Großpösna,lau,14729
14729200,Hohburg,lau,14729
14729210,Kitzen,lau,14729
14729220,"Kitzscher, Stadt",lau,14729
14729230,"Kohren-Sahlis, Stadt",lau,14729
14729245,Lossatal,lau,14729
14729250,Machern,lau,14729
14729260,"Markkleeberg, Stadt",lau,14729
14729270,"Markranstädt, Stadt",lau,14729
14729280,"Mutzschen, Stadt",lau,14729
14729290,Narsdorf,lau,14729
14729300,"Naunhof, Stadt",lau,14729
14729310,"Nerchau, Stadt",lau,14729
14729320,Neukieritzsch,lau,14729
14729330,Otterwisch,lau,14729
14729340,Parthenstein,lau,14729
14729350,"Pegau, Stadt",lau,14729
14729360,"Regis-Breitingen, Stadt",lau,14729
14729370,"Rötha, Stadt",lau,14729
14729380,Thallwitz,lau,14729
14729390,Thümmlitzwalde,lau,14729
14729400,"Trebsen/Mulde, Stadt",lau,14729
14729410,"Wurzen, Stadt",lau,14729
14729420,Zschadraß,lau,14729
14729430,"Zwenkau, Stadt",lau,14729
14730010,Arzberg,lau,14730
14730020,"Bad Düben, Stadt",lau,14730
14730030,Beilrode,lau,14730
14730040,"Belgern, Stadt",lau,14730
14730045,"Belgern-Schildau, Stadt",lau,14730
14730050,Cavertitz,lau,14730
14730060,"Dahlen, Stadt",lau,14730
14730070,"Delitzsch, Stadt",lau,14730
14730080,Doberschütz,lau,14730
14730090,"Dommitzsch, Stadt",lau,14730
14730100,Dreiheide,lau,14730
14730110,"Eilenburg, Stadt",lau,14730
14730120,Elsnig,lau,14730
14730130,Großtreben-Zwethau,lau,14730
14730140,Jesewitz,lau,14730
14730150,Krostitz,lau,14730
14730160,Laußig,lau,14730
14730170,Liebschützberg,lau,14730
14730180,Löbnitz,lau,14730
14730190,Mockrehna,lau,14730
14730200,"Mügeln, Stadt",lau,14730
14730210,Naundorf,lau,14730
14730220,Neukyhna,lau,14730
14730230,"Oschatz, Stadt",lau,14730
14730240,Pflückuff,lau,14730
14730250,Rackwitz,lau,14730
14730260,"Schildau, Gneisenaustadt, Stadt",lau,14730
14730270,"Schkeuditz, Stadt",lau,14730
14730280,Schönwölkau,lau,14730
14730290,Sornzig-Ablaß,lau,14730
14730300,"Taucha, Stadt",lau,14730
14730310,"Torgau, Stadt",lau,14730
14730320,Trossin,lau,14730
14730330,Wermsdorf,lau,14730
14730340,Wiedemar,lau,14730
14730350,Zinna,lau,14730
14730360,Zschepplin,lau,14730
14730370,Zwochau,lau,14730
15001000,"Dessau-Roßlau, Stadt",lau,15001
15002000,"Halle (Saale), Stadt",lau,15002
15003000,"Magdeburg, Landeshauptstadt",lau,15003
15081005,Ahlum,lau,15081
15081010,Algenstedt,lau,15081
15081015,Altensalzwedel,lau,15081
15081020,Altmersleben,lau,15081
15081025,Apenburg,lau,15081
15081026,"Apenburg-Winterfeld, Flecken",lau,15081
15081030,"Arendsee (Altmark), Stadt",lau,15081
15081035,Badel,lau,15081
15081040,Bandau,lau,15081
15081045,Beetzendorf,lau,15081
15081050,Benkendorf,lau,15081
15081055,Berge b. Gardelegen,lau,15081
15081060,Bierstedt,lau,15081
15081065,Binde,lau,15081
15081070,Bonese,lau,15081
15081075,Bornsen,lau,15081
15081080,Breitenfeld,lau,15081
15081085,Brunau,lau,15081
15081090,Chüden,lau,15081
15081095,Dähre,lau,15081
15081100,Dannefeld,lau,15081
15081105,"Diesdorf, Flecken",lau,15081
15081110,Dönitz,lau,15081
15081115,"Ellenberg, Altmark",lau,15081
15081120,Engersen,lau,15081
15081125,Estedt,lau,15081
15081130,Fleetmark,lau,15081
15081135,"Gardelegen, Hansestadt",lau,15081
15081140,Gieseritz,lau,15081
15081145,Güssefeld,lau,15081
15081150,Hanum,lau,15081
15081155,Hemstedt,lau,15081
15081160,Henningen,lau,15081
15081165,Hohentramm,lau,15081
15081170,Hottendorf,lau,15081
15081175,Höwisch,lau,15081
15081180,Immekath,lau,15081
15081185,Jahrstedt,lau,15081
15081190,Jävenitz,lau,15081
15081195,Jeeben,lau,15081
15081200,Jeetze,lau,15081
15081205,Jeggau,lau,15081
15081210,Jeggeleben,lau,15081
15081215,"Jerchel, Altmark",lau,15081
15081220,Jeseritz,lau,15081
15081225,Jübar,lau,15081
15081230,Kahrstedt,lau,15081
15081235,Kakerbeck,lau,15081
15081240,"Kalbe (Milde), Stadt",lau,15081
15081245,Kassieck,lau,15081
15081250,Kaulitz,lau,15081
15081255,Kerkau,lau,15081
15081260,"Kläden b. Arendsee, Altmark",lau,15081
15081265,Klein Gartz,lau,15081
15081270,Kleinau,lau,15081
15081275,Kloster Neuendorf,lau,15081
15081280,"Klötze, Stadt",lau,15081
15081285,Köckte,lau,15081
15081290,Kuhfelde,lau,15081
15081295,Kunrau,lau,15081
15081300,Kusey,lau,15081
15081305,Lagendorf,lau,15081
15081310,Langenapel,lau,15081
15081315,"Leppin, Altmark",lau,15081
15081320,Letzlingen,lau,15081
15081325,Liesten,lau,15081
15081330,Lindstedt,lau,15081
15081335,Lüdelsen,lau,15081
15081340,Mechau,lau,15081
15081345,Mehmke,lau,15081
15081350,Mellin,lau,15081
15081355,Mieste,lau,15081
15081360,Miesterhorst,lau,15081
15081365,Nettgau,lau,15081
15081370,Neuekrug,lau,15081
15081375,"Neuendorf, Altmark",lau,15081
15081380,Neuendorf am Damm,lau,15081
15081385,Neuferchau,lau,15081
15081390,"Neulingen, Altmark",lau,15081
15081395,Osterwohle,lau,15081
15081400,Packebusch,lau,15081
15081405,Peckfitz,lau,15081
15081410,Potzehne,lau,15081
15081415,Pretzier,lau,15081
15081420,Püggen,lau,15081
15081425,Rademin,lau,15081
15081430,Riebau,lau,15081
15081435,Ristedt,lau,15081
15081440,Rohrberg,lau,15081
15081445,Roxförde,lau,15081
15081450,Sachau,lau,15081
15081455,"Salzwedel, Hansestadt",lau,15081
15081460,Sanne-Kerkuhn,lau,15081
15081465,"Schenkenhorst, Altmark",lau,15081
15081470,Schrampe,lau,15081
15081475,Schwiesau,lau,15081
15081480,Seebenau,lau,15081
15081485,Seethen,lau,15081
15081490,Sichau,lau,15081
15081495,Siedenlangenbeck,lau,15081
15081500,Solpke,lau,15081
15081505,Steimke,lau,15081
15081510,Steinitz,lau,15081
15081515,Tangeln,lau,15081
15081520,Thielbeer,lau,15081
15081525,Tylsen,lau,15081
15081530,Valfitz,lau,15081
15081535,Vienau,lau,15081
15081540,Vissum,lau,15081
15081545,Wallstawe,lau,15081
15081550,Wannefeld,lau,15081
15081555,Wenze,lau,15081
15081560,Wernstedt,lau,15081
15081565,Wieblitz-Eversdorf,lau,15081
15081570,Wiepke,lau,15081
15081575,Winkelstedt,lau,15081
15081580,Winterfeld,lau,15081
15081585,Zethlingen,lau,15081
15081590,Zichtau,lau,15081
15081595,Ziemendorf,lau,15081
15082005,"Aken (Elbe), Stadt",lau,15082
15082010,Altjeßnitz,lau,15082
15082015,"Bitterfeld-Wolfen, Stadt",lau,15082
15082020,Bobbau,lau,15082
15082025,Bornum,lau,15082
15082030,Brehna,lau,15082
15082035,Buhlendorf,lau,15082
15082040,Burgkemnitz,lau,15082
15082045,Chörau,lau,15082
15082050,Deetz b. Stendal,lau,15082
15082055,Diebzig,lau,15082
15082060,Dobritz,lau,15082
15082065,Dornbock,lau,15082
15082070,Drosa,lau,15082
15082075,Edderitz,lau,15082
15082080,Elsnigk,lau,15082
15082085,Fraßdorf,lau,15082
15082090,Friedersdorf b. Bitterfeld,lau,15082
15082095,Gehrden b. Zerbst,lau,15082
15082100,Glauzig,lau,15082
15082105,Glebitzsch,lau,15082
15082110,Gödnitz,lau,15082
15082115,"Görzig b. Köthen, Anh",lau,15082
15082120,Gossa,lau,15082
15082125,Grimme,lau,15082
15082130,Gröbern,lau,15082
15082135,Gröbzig,lau,15082
15082140,Großbadegast,lau,15082
15082145,Großpaschleben,lau,15082
15082150,Güterglück,lau,15082
15082155,Hinsdorf,lau,15082
15082160,Hohenlepte,lau,15082
